"Chidamber-Kemerer metrics,dom., 3 dez. 2023 19:32:17 GMT-03:00"
"Class,CBO,DIT,LCOM,NOC,RFC,WMC"
"info.archinnov.achilles.internals.entities.EntityWithCaseSensitiveUdt,2,1,0,0,1,1"
"info.archinnov.achilles.internals.entities.EntityWithClustering,1,1,2,0,4,4"
"info.archinnov.achilles.internals.entities.EntityWithClusteringColumns,2,1,4,0,8,8"
"info.archinnov.achilles.internals.entities.EntityWithComplexCounters,2,1,5,0,10,10"
"info.archinnov.achilles.internals.entities.EntityWithComplexIndices,1,1,10,0,20,20"
"info.archinnov.achilles.internals.entities.EntityWithComplexTuple,2,1,2,0,6,6"
"info.archinnov.achilles.internals.entities.EntityWithComplexTypes,11,1,44,0,88,88"
"info.archinnov.achilles.internals.entities.EntityWithCompositePartitionKey,1,1,3,0,8,8"
"info.archinnov.achilles.internals.entities.EntityWithCounterColumn,1,1,2,0,6,6"
"info.archinnov.achilles.internals.entities.EntityWithCustomConstructor,1,1,4,0,5,5"
"info.archinnov.achilles.internals.entities.EntityWithCustomConstructorAndDeclaredFields,1,1,4,0,7,7"
"info.archinnov.achilles.internals.entities.EntityWithDSESearch,1,1,4,0,8,8"
"info.archinnov.achilles.internals.entities.EntityWithDSESearchJSON,1,1,4,0,8,8"
"info.archinnov.achilles.internals.entities.EntityWithDurationType,1,1,0,0,1,1"
"info.archinnov.achilles.internals.entities.EntityWithImplicitFieldParsing,0,1,5,0,10,10"
"info.archinnov.achilles.internals.entities.EntityWithIndexOnClustering,1,1,0,0,1,1"
"info.archinnov.achilles.internals.entities.EntityWithIndicesForJSON,1,1,10,0,20,20"
"info.archinnov.achilles.internals.entities.EntityWithMissingClustering,1,1,3,0,6,6"
"info.archinnov.achilles.internals.entities.EntityWithMissingPartitionKey,1,1,2,0,4,4"
"info.archinnov.achilles.internals.entities.EntityWithMissingStaticCol,1,1,4,0,8,8"
"info.archinnov.achilles.internals.entities.EntityWithNativeCollections,2,1,5,0,12,12"
"info.archinnov.achilles.internals.entities.EntityWithNestedUDT,2,1,4,0,8,8"
"info.archinnov.achilles.internals.entities.EntityWithNoKeyspaceUDT,1,1,3,0,8,8"
"info.archinnov.achilles.internals.entities.EntityWithNonExistingKeyspace,1,1,2,0,4,4"
"info.archinnov.achilles.internals.entities.EntityWithNonExistingTable,1,1,2,0,4,4"
"info.archinnov.achilles.internals.entities.EntityWithNonFrozenUDT,1,1,3,0,6,6"
"info.archinnov.achilles.internals.entities.EntityWithPrimitiveClusteringColumn,1,1,3,0,13,12"
"info.archinnov.achilles.internals.entities.EntityWithSASIIndices,4,1,6,0,12,12"
"info.archinnov.achilles.internals.entities.EntityWithSimplePartitionKey,0,1,2,0,4,4"
"info.archinnov.achilles.internals.entities.EntityWithStaticAnnotations,4,1,3,0,8,8"
"info.archinnov.achilles.internals.entities.EntityWithStaticColumn,1,1,5,0,13,13"
"info.archinnov.achilles.internals.entities.EntityWithStaticCounterColumn,1,1,4,0,10,10"
"info.archinnov.achilles.internals.entities.EntityWithUDTCollectionsPrimitive,1,1,2,0,6,6"
"info.archinnov.achilles.internals.entities.EntityWithUDTForDynamicKeyspace,1,1,7,0,20,20"
"info.archinnov.achilles.internals.entities.EntityWithUDTs,2,1,6,0,12,12"
"info.archinnov.achilles.internals.entities.ImmutableEntity,1,1,0,0,1,1"
"info.archinnov.achilles.internals.entities.ImmutableUDT,0,1,0,0,1,1"
"info.archinnov.achilles.internals.entities.Layer2,1,1,2,0,11,10"
"info.archinnov.achilles.internals.entities.Layer3,1,1,1,0,9,8"
"info.archinnov.achilles.internals.entities.MultiClusteringEntity,1,1,4,0,10,10"
"info.archinnov.achilles.internals.entities.NoKeyspaceUDT,1,1,2,0,6,6"
"info.archinnov.achilles.internals.entities.NonFrozenUDT,0,1,5,0,12,12"
"info.archinnov.achilles.internals.entities.SimpleEntity,12,1,6,0,19,15"
"info.archinnov.achilles.internals.entities.SimpleUDTWithNoKeyspace,1,1,2,0,11,10"
"info.archinnov.achilles.internals.entities.TestUDT,6,1,3,0,13,12"
"info.archinnov.achilles.internals.entities.UDTImplicitFieldParsing,0,1,3,0,6,6"
"info.archinnov.achilles.internals.entities.UDTWithCollectionsPrimitive,1,1,2,0,6,6"
"info.archinnov.achilles.internals.entities.UDTWithCustomConstructor,0,1,2,0,3,3"
"info.archinnov.achilles.internals.entities.UDTWithCustomConstructorAndDeclaredFields,0,1,2,0,4,4"
"info.archinnov.achilles.internals.entities.UDTWithNestedUDT,2,1,4,0,13,12"
"info.archinnov.achilles.internals.entities.UDTWithNoKeyspace,3,1,2,0,11,10"
"info.archinnov.achilles.internals.factory.DefaultBeanFactory,3,1,1,0,8,2"
"info.archinnov.achilles.internals.factory.TupleTypeFactory,16,1,1,0,2,2"
"info.archinnov.achilles.internals.factory.UserTypeFactory,16,1,2,0,3,3"
"info.archinnov.achilles.internals.futures.FutureUtils,3,1,1,0,3,3"
"info.archinnov.achilles.internals.futures.FutureUtils.CompletableListenableFuture,1,2,1,0,4,2"
"info.archinnov.achilles.internals.injectable.InjectBeanFactory,n/a,n/a,n/a,n/a,1,n/a"
"info.archinnov.achilles.internals.injectable.InjectConsistency,n/a,n/a,n/a,n/a,1,n/a"
"info.archinnov.achilles.internals.injectable.InjectInsertStrategy,n/a,n/a,n/a,n/a,1,n/a"
"info.archinnov.achilles.internals.injectable.InjectJacksonMapper,n/a,n/a,n/a,n/a,1,n/a"
"info.archinnov.achilles.internals.injectable.InjectKeyspace,n/a,n/a,n/a,n/a,1,n/a"
"info.archinnov.achilles.internals.injectable.InjectRuntimeCodecs,n/a,n/a,n/a,n/a,1,n/a"
"info.archinnov.achilles.internals.injectable.InjectSchemaStrategy,n/a,n/a,n/a,n/a,1,n/a"
"info.archinnov.achilles.internals.injectable.InjectUserAndTupleTypeFactory,n/a,n/a,n/a,n/a,1,n/a"
"info.archinnov.achilles.internals.interceptor.AchillesInternalInterceptor,n/a,n/a,n/a,n/a,0,n/a"
"info.archinnov.achilles.internals.interceptor.DefaultPostLoadBeanValidationInterceptor,2,1,1,0,4,2"
"info.archinnov.achilles.internals.interceptor.DefaultPreMutateBeanValidationInterceptor,4,1,2,1,34,12"
"info.archinnov.achilles.internals.metamodel.AbstractEntityProperty,56,1,25,2,105,57"
"info.archinnov.achilles.internals.metamodel.AbstractEntityProperty.EntityType,6,n/a,2,n/a,2,0"
"info.archinnov.achilles.internals.metamodel.AbstractProperty,12,1,8,8,44,28"
"info.archinnov.achilles.internals.metamodel.AbstractTupleProperty,9,1,3,10,25,23"
"info.archinnov.achilles.internals.metamodel.AbstractUDTClassProperty,15,1,9,0,62,28"
"info.archinnov.achilles.internals.metamodel.AbstractViewProperty,16,1,20,0,44,27"
"info.archinnov.achilles.internals.metamodel.ComputedProperty,11,1,13,0,38,21"
"info.archinnov.achilles.internals.metamodel.JdkOptionalProperty,9,1,2,0,30,27"
"info.archinnov.achilles.internals.metamodel.ListProperty,11,1,2,0,40,33"
"info.archinnov.achilles.internals.metamodel.MapProperty,12,1,2,0,45,36"
"info.archinnov.achilles.internals.metamodel.SetProperty,10,1,2,0,41,33"
"info.archinnov.achilles.internals.metamodel.SimpleProperty,11,1,7,0,31,25"
"info.archinnov.achilles.internals.metamodel.Tuple10Property,5,1,1,0,32,12"
"info.archinnov.achilles.internals.metamodel.Tuple1Property,5,1,1,0,23,12"
"info.archinnov.achilles.internals.metamodel.Tuple2Property,5,1,1,0,24,12"
"info.archinnov.achilles.internals.metamodel.Tuple3Property,5,1,1,0,25,12"
"info.archinnov.achilles.internals.metamodel.Tuple4Property,5,1,1,0,26,12"
"info.archinnov.achilles.internals.metamodel.Tuple5Property,5,1,1,0,27,12"
"info.archinnov.achilles.internals.metamodel.Tuple6Property,5,1,1,0,28,12"
"info.archinnov.achilles.internals.metamodel.Tuple7Property,5,1,1,0,29,12"
"info.archinnov.achilles.internals.metamodel.Tuple8Property,5,1,1,0,30,12"
"info.archinnov.achilles.internals.metamodel.Tuple9Property,5,1,1,0,31,12"
"info.archinnov.achilles.internals.metamodel.UDTProperty,13,1,3,0,31,24"
"info.archinnov.achilles.internals.metamodel.columns.ClusteringColumnInfo,3,1,2,0,4,6"
"info.archinnov.achilles.internals.metamodel.columns.ColumnInfo,6,1,0,3,1,1"
"info.archinnov.achilles.internals.metamodel.columns.ColumnType,26,n/a,2,n/a,2,0"
"info.archinnov.achilles.internals.metamodel.columns.ComputedColumnInfo,4,1,0,0,8,2"
"info.archinnov.achilles.internals.metamodel.columns.FieldInfo,27,1,3,0,7,6"
"info.archinnov.achilles.internals.metamodel.columns.KeyColumnInfo,n/a,n/a,n/a,n/a,1,n/a"
"info.archinnov.achilles.internals.metamodel.columns.PartitionKeyInfo,7,1,1,0,3,2"
"info.archinnov.achilles.internals.metamodel.functions.FunctionCall,n/a,n/a,n/a,n/a,17,n/a"
"info.archinnov.achilles.internals.metamodel.functions.FunctionProperty,5,1,1,0,19,3"
"info.archinnov.achilles.internals.metamodel.index.IndexImpl,7,n/a,2,n/a,2,0"
"info.archinnov.achilles.internals.metamodel.index.IndexInfo,23,1,5,0,32,28"
"info.archinnov.achilles.internals.metamodel.index.IndexType,10,n/a,2,n/a,2,0"
"info.archinnov.achilles.internals.options.CassandraOptions,69,1,5,0,84,66"
"info.archinnov.achilles.internals.parser.AbstractBeanParser,14,1,1,3,41,14"
"info.archinnov.achilles.internals.parser.AnnotationTree,11,1,4,0,94,118"
"info.archinnov.achilles.internals.parser.AnnotationTreeTest,14,3,1,0,55,19"
"info.archinnov.achilles.internals.parser.CodeCompilationTester,9,2,16,0,32,20"
"info.archinnov.achilles.internals.parser.CodeCompilationTester.ColumnsForFunctions,1,1,0,0,0,0"
"info.archinnov.achilles.internals.parser.CodecFactory,13,1,3,0,65,38"
"info.archinnov.achilles.internals.parser.CodecFactory.CodecInfo,7,1,0,0,1,1"
"info.archinnov.achilles.internals.parser.CodecFactoryTest,14,3,5,0,35,22"
"info.archinnov.achilles.internals.parser.CodecRegistryParser,8,1,1,0,14,3"
"info.archinnov.achilles.internals.parser.EntityParser,12,1,1,0,9,3"
"info.archinnov.achilles.internals.parser.EntityParserTest,7,3,1,0,22,12"
"info.archinnov.achilles.internals.parser.FieldInfoParser,11,1,1,0,51,52"
"info.archinnov.achilles.internals.parser.FieldInfoParserTest,12,3,2,0,56,43"
"info.archinnov.achilles.internals.parser.FieldParser,13,1,1,0,47,47"
"info.archinnov.achilles.internals.parser.FieldParser.FieldMetaSignature,39,1,2,0,25,20"
"info.archinnov.achilles.internals.parser.FieldParser.IndexMetaSignature,5,1,3,0,4,4"
"info.archinnov.achilles.internals.parser.FieldParser.UDTMetaSignature,9,1,0,0,1,1"
"info.archinnov.achilles.internals.parser.FieldParserTest,19,3,2,0,97,82"
"info.archinnov.achilles.internals.parser.FieldParserTest.MyCodec,2,1,4,0,4,4"
"info.archinnov.achilles.internals.parser.FunctionParamParser,7,1,1,0,43,41"
"info.archinnov.achilles.internals.parser.FunctionParser,7,1,2,0,34,5"
"info.archinnov.achilles.internals.parser.FunctionParserTest,14,3,1,0,37,16"
"info.archinnov.achilles.internals.parser.TypeUtils,100,1,6,0,23,18"
"info.archinnov.achilles.internals.parser.UDTParser,13,1,1,0,25,5"
"info.archinnov.achilles.internals.parser.accessors.Getter,n/a,n/a,n/a,n/a,1,n/a"
"info.archinnov.achilles.internals.parser.accessors.Setter,n/a,n/a,n/a,n/a,1,n/a"
"info.archinnov.achilles.internals.parser.context.AccessorsExclusionContext,7,1,1,0,2,2"
"info.archinnov.achilles.internals.parser.context.CodecContext,3,1,0,1,1,1"
"info.archinnov.achilles.internals.parser.context.ConstructorInfo,4,1,3,0,4,4"
"info.archinnov.achilles.internals.parser.context.ConstructorInfo.ConstructorType,3,n/a,2,n/a,2,0"
"info.archinnov.achilles.internals.parser.context.DSESearchInfoContext,3,1,0,0,1,1"
"info.archinnov.achilles.internals.parser.context.EntityParsingContext,9,1,1,0,4,3"
"info.archinnov.achilles.internals.parser.context.FieldInfoContext,7,1,0,0,2,1"
"info.archinnov.achilles.internals.parser.context.FieldParsingContext,38,1,2,0,28,21"
"info.archinnov.achilles.internals.parser.context.FunctionSignature,10,1,2,0,23,10"
"info.archinnov.achilles.internals.parser.context.FunctionSignature.FunctionParamSignature,9,1,2,0,29,16"
"info.archinnov.achilles.internals.parser.context.FunctionsContext,5,1,0,0,1,1"
"info.archinnov.achilles.internals.parser.context.GlobalParsingContext,80,1,5,0,47,32"
"info.archinnov.achilles.internals.parser.context.IndexInfoContext,0,1,1,0,2,2"
"info.archinnov.achilles.internals.parser.context.IndexInfoHelper,n/a,n/a,n/a,n/a,4,n/a"
"info.archinnov.achilles.internals.parser.context.RuntimeCodecContext,3,1,0,0,3,1"
"info.archinnov.achilles.internals.parser.context.SASIInfoContext,7,1,1,0,2,2"
"info.archinnov.achilles.internals.parser.validator.BeanValidator,20,1,6,3,56,22"
"info.archinnov.achilles.internals.parser.validator.BeanValidatorTest,5,3,1,0,14,6"
"info.archinnov.achilles.internals.parser.validator.FieldValidator,18,1,9,1,40,19"
"info.archinnov.achilles.internals.parser.validator.NestedTypesValidator,13,1,4,1,14,7"
"info.archinnov.achilles.internals.parser.validator.TypeValidator,10,1,1,1,6,14"
"info.archinnov.achilles.internals.parser.validator.TypeValidatorTest,3,1,1,0,19,17"
"info.archinnov.achilles.internals.parser.validator.TypeValidatorTest.TestTypes,4,1,0,0,0,0"
"info.archinnov.achilles.internals.parser.validator.cassandra2_1.BeanValidator2_1,2,2,0,0,0,0"
"info.archinnov.achilles.internals.parser.validator.cassandra2_1.FieldValidator2_1,13,2,4,3,8,6"
"info.archinnov.achilles.internals.parser.validator.cassandra2_1.NestedTypeValidator2_1,17,2,2,1,22,10"
"info.archinnov.achilles.internals.parser.validator.cassandra2_1.TypeValidator2_1,4,2,1,1,1,1"
"info.archinnov.achilles.internals.parser.validator.cassandra3_0.BeanValidator3_0,8,2,1,0,17,8"
"info.archinnov.achilles.internals.parser.validator.cassandra3_0.BeanValidator3_0Test,11,3,1,0,18,7"
"info.archinnov.achilles.internals.parser.validator.cassandra3_10.FieldValidator3_10,4,3,1,0,1,1"
"info.archinnov.achilles.internals.parser.validator.cassandra3_10.TypeValidator3_10,4,3,1,0,1,1"
"info.archinnov.achilles.internals.parser.validator.cassandra3_6.NestedTypeValidator3_6,12,3,2,0,17,7"
"info.archinnov.achilles.internals.parser.validator.cassandra3_7.FieldValidator3_7,16,3,2,0,12,7"
"info.archinnov.achilles.internals.parser.validator.dse_4_8.FieldValidator_DSE_4_8,6,3,1,0,4,1"
"info.archinnov.achilles.internals.runtime.AbstractManager,13,1,1,0,43,38"
"info.archinnov.achilles.internals.runtime.AbstractManagerFactory,64,1,1,0,54,29"
"info.archinnov.achilles.internals.runtime.BeanInternalValidator,5,1,1,0,15,4"
"info.archinnov.achilles.internals.runtime.BeanValueExtractor,7,1,1,0,29,11"
"info.archinnov.achilles.internals.runtime.RuntimeEngine,31,1,1,0,30,16"
"info.archinnov.achilles.internals.sample_classes.APUnitTest,n/a,n/a,n/a,n/a,0,n/a"
"info.archinnov.achilles.internals.sample_classes.TestEntityDecoy,1,1,0,0,0,0"
"info.archinnov.achilles.internals.sample_classes.codecs.IntToStringCodec,10,1,4,0,6,4"
"info.archinnov.achilles.internals.sample_classes.codecs.SimpleLongWrapperCodec,5,1,4,0,5,4"
"info.archinnov.achilles.internals.sample_classes.codecs.SimpleLongWrapperCodec2,4,1,4,0,6,4"
"info.archinnov.achilles.internals.sample_classes.codecs.StringToLongCodec,6,1,4,0,6,4"
"info.archinnov.achilles.internals.sample_classes.config.TestCodecRegistry,4,1,0,0,0,0"
"info.archinnov.achilles.internals.sample_classes.config.TestCodecRegistry2,2,1,0,0,0,0"
"info.archinnov.achilles.internals.sample_classes.config.TestCodecRegistryWrong,4,1,0,0,0,0"
"info.archinnov.achilles.internals.sample_classes.config.TestFunctionRegistry,n/a,n/a,n/a,n/a,4,n/a"
"info.archinnov.achilles.internals.sample_classes.dsl.index.TestEntityWithIndexAndUDT,2,1,3,0,6,6"
"info.archinnov.achilles.internals.sample_classes.dsl.select.TestEntityWithUDTAsClustering,1,1,7,0,20,20"
"info.archinnov.achilles.internals.sample_classes.dsl.select.TestUDTWithNoKeyspace,0,1,2,0,11,10"
"info.archinnov.achilles.internals.sample_classes.functions.TestFunctionRegistry,n/a,n/a,n/a,n/a,3,n/a"
"info.archinnov.achilles.internals.sample_classes.functions.TestFunctionRegistryWithBlankKeyspace,n/a,n/a,n/a,n/a,1,n/a"
"info.archinnov.achilles.internals.sample_classes.functions.TestFunctionRegistryWithComplexReturnTypes,n/a,n/a,n/a,n/a,24,n/a"
"info.archinnov.achilles.internals.sample_classes.functions.TestFunctionRegistryWithComplexTypes,n/a,n/a,n/a,n/a,24,n/a"
"info.archinnov.achilles.internals.sample_classes.functions.TestFunctionRegistryWithDuplicateFunction,n/a,n/a,n/a,n/a,1,n/a"
"info.archinnov.achilles.internals.sample_classes.functions.TestFunctionRegistryWithForbiddenFunctionName,n/a,n/a,n/a,n/a,1,n/a"
"info.archinnov.achilles.internals.sample_classes.functions.TestFunctionRegistryWithForbiddenKeyspaceName,n/a,n/a,n/a,n/a,1,n/a"
"info.archinnov.achilles.internals.sample_classes.functions.TestFunctionRegistryWithKeyspaceName,n/a,n/a,n/a,n/a,2,n/a"
"info.archinnov.achilles.internals.sample_classes.functions.TestFunctionRegistryWithNotFrozenNestedCollection,n/a,n/a,n/a,n/a,1,n/a"
"info.archinnov.achilles.internals.sample_classes.functions.TestFunctionRegistryWithOpsCenterKeyspaceName,n/a,n/a,n/a,n/a,1,n/a"
"info.archinnov.achilles.internals.sample_classes.functions.TestFunctionRegistryWithPrimitiveReturnType,n/a,n/a,n/a,n/a,1,n/a"
"info.archinnov.achilles.internals.sample_classes.functions.TestFunctionRegistryWithUnsupportedParamType,n/a,n/a,n/a,n/a,1,n/a"
"info.archinnov.achilles.internals.sample_classes.functions.TestFunctionRegistryWithUnsupportedReturnType,n/a,n/a,n/a,n/a,1,n/a"
"info.archinnov.achilles.internals.sample_classes.functions.TestFunctionRegistryWithVoidReturn,n/a,n/a,n/a,n/a,1,n/a"
"info.archinnov.achilles.internals.sample_classes.manager.TestEntityWithSASI,3,1,2,0,4,4"
"info.archinnov.achilles.internals.sample_classes.parser.entity.TestEntityAsChild,1,1,1,0,2,2"
"info.archinnov.achilles.internals.sample_classes.parser.entity.TestEntityAsChildShadowingVariable,0,1,1,0,2,2"
"info.archinnov.achilles.internals.sample_classes.parser.entity.TestEntityAsParent,0,1,2,2,4,4"
"info.archinnov.achilles.internals.sample_classes.parser.entity.TestEntitySensor,9,1,4,0,8,8"
"info.archinnov.achilles.internals.sample_classes.parser.entity.TestEntitySensorWithCollection,2,1,4,0,8,8"
"info.archinnov.achilles.internals.sample_classes.parser.entity.TestEntityWithAbstractClass,0,1,2,0,4,4"
"info.archinnov.achilles.internals.sample_classes.parser.entity.TestEntityWithClusteringColumns,0,1,4,0,8,8"
"info.archinnov.achilles.internals.sample_classes.parser.entity.TestEntityWithComplexCounters,1,1,5,0,10,10"
"info.archinnov.achilles.internals.sample_classes.parser.entity.TestEntityWithComplexIndices,0,1,7,0,14,14"
"info.archinnov.achilles.internals.sample_classes.parser.entity.TestEntityWithComplexTypes,7,1,25,0,50,50"
"info.archinnov.achilles.internals.sample_classes.parser.entity.TestEntityWithCompositePartitionKey,1,1,3,0,6,6"
"info.archinnov.achilles.internals.sample_classes.parser.entity.TestEntityWithComputedColumn,0,1,3,0,6,6"
"info.archinnov.achilles.internals.sample_classes.parser.entity.TestEntityWithCounterColumn,0,1,2,0,4,4"
"info.archinnov.achilles.internals.sample_classes.parser.entity.TestEntityWithCustomConstructor,1,1,3,0,4,4"
"info.archinnov.achilles.internals.sample_classes.parser.entity.TestEntityWithCustomConstructorAndDeclaredFields,0,1,3,0,4,4"
"info.archinnov.achilles.internals.sample_classes.parser.entity.TestEntityWithDuplicateCQLColumn,0,1,3,0,6,6"
"info.archinnov.achilles.internals.sample_classes.parser.entity.TestEntityWithImplicitFieldParsing,0,1,5,0,10,10"
"info.archinnov.achilles.internals.sample_classes.parser.entity.TestEntityWithNoMatchingFieldForDeclaredParamInConstructor,0,1,2,0,4,4"
"info.archinnov.achilles.internals.sample_classes.parser.entity.TestEntityWithNoMatchingFieldForParamInConstructor,0,1,2,0,4,4"
"info.archinnov.achilles.internals.sample_classes.parser.entity.TestEntityWithNoPartitionKey,0,1,1,0,2,2"
"info.archinnov.achilles.internals.sample_classes.parser.entity.TestEntityWithNoPublicConstructor,0,1,2,0,5,5"
"info.archinnov.achilles.internals.sample_classes.parser.entity.TestEntityWithSimplePartitionKey,0,1,2,0,4,4"
"info.archinnov.achilles.internals.sample_classes.parser.entity.TestEntityWithStaticAnnotations,2,1,3,0,6,6"
"info.archinnov.achilles.internals.sample_classes.parser.entity.TestEntityWithStaticColumn,0,1,4,0,8,8"
"info.archinnov.achilles.internals.sample_classes.parser.entity.TestEntityWithStaticCounterColumn,0,1,3,0,6,6"
"info.archinnov.achilles.internals.sample_classes.parser.entity.TestEntityWithStaticWithoutClustering,0,1,2,0,4,4"
"info.archinnov.achilles.internals.sample_classes.parser.entity.TestEntityWithWrongClusteringColumns,0,1,4,0,8,8"
"info.archinnov.achilles.internals.sample_classes.parser.entity.TestEntityWithWrongCompositePartitionKey,0,1,3,0,6,6"
"info.archinnov.achilles.internals.sample_classes.parser.entity.TestEntityWithWrongComputed,0,1,2,0,4,4"
"info.archinnov.achilles.internals.sample_classes.parser.entity.TestEntityWithWrongDeclaredParamTypeInConstructor,0,1,2,0,3,3"
"info.archinnov.achilles.internals.sample_classes.parser.entity.TestEntityWithWrongParamTypeInConstructor,0,1,2,0,3,3"
"info.archinnov.achilles.internals.sample_classes.parser.entity.TestImmutableEntity,0,1,0,0,1,1"
"info.archinnov.achilles.internals.sample_classes.parser.entity.TestImmutableEntityWithNoMatchingFieldForParamInConstructor,0,1,2,0,3,3"
"info.archinnov.achilles.internals.sample_classes.parser.entity.TestImmutableEntityWithNonPublicFinalField,0,1,0,0,1,1"
"info.archinnov.achilles.internals.sample_classes.parser.entity.TestImmutableEntityWithWrongParamTypeInConstructor,0,1,0,0,1,1"
"info.archinnov.achilles.internals.sample_classes.parser.entity.TestImmutableUDT,0,1,0,0,1,1"
"info.archinnov.achilles.internals.sample_classes.parser.entity.TestUDTImplicitFieldParsing,0,1,3,0,6,6"
"info.archinnov.achilles.internals.sample_classes.parser.field.TestEntityForAnnotationTree,4,1,0,0,0,0"
"info.archinnov.achilles.internals.sample_classes.parser.field.TestEntityForCodecs,7,1,71,0,136,136"
"info.archinnov.achilles.internals.sample_classes.parser.field.TestEntityForSASI,4,1,19,0,38,38"
"info.archinnov.achilles.internals.sample_classes.parser.field.TestNestedUDT,0,1,2,0,4,4"
"info.archinnov.achilles.internals.sample_classes.parser.field.TestNonFrozenNestedUDT,0,1,2,0,4,4"
